Language,Filename,Age,Gender,Age_Group
Punjabi,1031.mp3,19,Female,Young Adult
Punjabi,10310.mp3,55,Female,Senior Adult
Punjabi,10311.mp3,18,Female,Young Adult
Punjabi,10312.mp3,48,Male,Senior Adult
Punjabi,10313.mp3,50,Male,Senior Adult
Punjabi,10314.mp3,26,Female,Adult
Punjabi,10315.mp3,58,Female,Senior Adult
Punjabi,10316.mp3,42,Female,Senior Adult
Punjabi,10317.mp3,36,Male,Adult
Punjabi,10318.mp3,31,Male,Adult
Punjabi,10319.mp3,43,Male,Senior Adult
Punjabi,1032.mp3,25,Female,Young Adult
Punjabi,10320.mp3,52,Female,Senior Adult
Punjabi,10321.mp3,41,Male,Senior Adult
Punjabi,10322.mp3,42,Female,Senior Adult
Punjabi,10323.mp3,47,Female,Senior Adult
Punjabi,10324.mp3,35,Female,Adult
Punjabi,10325.mp3,32,Male,Adult
Punjabi,10326.mp3,54,Female,Senior Adult
Punjabi,10327.mp3,34,Male,Adult
Punjabi,10328.mp3,33,Female,Adult
Punjabi,10329.mp3,43,Male,Senior Adult
Punjabi,1033.mp3,37,Female,Adult
Punjabi,10330.mp3,25,Female,Young Adult
Punjabi,10331.mp3,31,Male,Adult
Punjabi,10332.mp3,28,Female,Adult
Punjabi,10333.mp3,55,Female,Senior Adult
Punjabi,10334.mp3,26,Female,Adult
Punjabi,10335.mp3,60,Female,Senior Adult
Punjabi,10336.mp3,53,Male,Senior Adult
Punjabi,10337.mp3,18,Female,Young Adult
Punjabi,10338.mp3,33,Female,Adult
Punjabi,10339.mp3,25,Male,Young Adult
Punjabi,1034.mp3,54,Male,Senior Adult
Punjabi,10340.mp3,43,Male,Senior Adult
Punjabi,10341.mp3,42,Male,Senior Adult
Punjabi,10342.mp3,36,Female,Adult
Punjabi,10343.mp3,59,Female,Senior Adult
Punjabi,10344.mp3,53,Female,Senior Adult
Punjabi,10345.mp3,56,Male,Senior Adult
Punjabi,10346.mp3,47,Male,Senior Adult
Punjabi,10347.mp3,23,Female,Young Adult
Punjabi,10348.mp3,29,Female,Adult
Punjabi,10349.mp3,53,Male,Senior Adult
Punjabi,1035.mp3,33,Male,Adult
Punjabi,10350.mp3,24,Female,Young Adult
Punjabi,10351.mp3,57,Male,Senior Adult
Punjabi,10352.mp3,57,Male,Senior Adult
Punjabi,10353.mp3,29,Female,Adult
Punjabi,10354.mp3,45,Male,Senior Adult
Punjabi,10355.mp3,37,Male,Adult
Punjabi,10356.mp3,20,Female,Young Adult
Punjabi,10357.mp3,35,Male,Adult
Punjabi,10358.mp3,57,Female,Senior Adult
Punjabi,10359.mp3,39,Female,Adult
Punjabi,1036.mp3,60,Female,Senior Adult
Punjabi,10360.mp3,53,Male,Senior Adult
Punjabi,10361.mp3,28,Female,Adult
Punjabi,10362.mp3,55,Male,Senior Adult
Punjabi,10363.mp3,38,Female,Adult
Punjabi,10364.mp3,29,Female,Adult
Punjabi,10365.mp3,43,Female,Senior Adult
Punjabi,10366.mp3,59,Male,Senior Adult
Punjabi,10367.mp3,47,Male,Senior Adult
Punjabi,10368.mp3,57,Male,Senior Adult
Punjabi,10369.mp3,25,Male,Young Adult
Punjabi,1037.mp3,30,Female,Adult
Punjabi,10370.mp3,51,Female,Senior Adult
Punjabi,10371.mp3,19,Female,Young Adult
Punjabi,10372.mp3,53,Female,Senior Adult
Punjabi,10373.mp3,28,Male,Adult
Punjabi,10374.mp3,53,Male,Senior Adult
Punjabi,10375.mp3,57,Female,Senior Adult
Punjabi,10376.mp3,51,Female,Senior Adult
Punjabi,10377.mp3,34,Male,Adult
Punjabi,10378.mp3,33,Male,Adult
Punjabi,10379.mp3,48,Female,Senior Adult
Punjabi,1038.mp3,57,Male,Senior Adult
Punjabi,10380.mp3,23,Female,Young Adult
Punjabi,10381.mp3,46,Female,Senior Adult
Punjabi,10382.mp3,19,Female,Young Adult
Punjabi,10383.mp3,55,Male,Senior Adult
Punjabi,10384.mp3,49,Female,Senior Adult
Punjabi,10385.mp3,50,Female,Senior Adult
Punjabi,10386.mp3,23,Female,Young Adult
Punjabi,10387.mp3,49,Female,Senior Adult
Punjabi,10388.mp3,26,Female,Adult
Punjabi,10389.mp3,57,Male,Senior Adult
Punjabi,1039.mp3,36,Female,Adult
Punjabi,10390.mp3,54,Male,Senior Adult
Punjabi,10391.mp3,35,Female,Adult
Punjabi,10392.mp3,53,Male,Senior Adult
Punjabi,10393.mp3,24,Male,Young Adult
Punjabi,10394.mp3,47,Male,Senior Adult
Punjabi,10395.mp3,18,Female,Young Adult
Punjabi,10396.mp3,29,Female,Adult
Punjabi,10397.mp3,48,Female,Senior Adult
Punjabi,10398.mp3,34,Female,Adult
Punjabi,10399.mp3,40,Male,Adult
Punjabi,104.mp3,23,Male,Young Adult
Punjabi,1040.mp3,44,Female,Senior Adult
Punjabi,10400.mp3,26,Female,Adult
Punjabi,10401.mp3,42,Male,Senior Adult
Punjabi,10402.mp3,39,Female,Adult
Punjabi,10403.mp3,27,Female,Adult
Punjabi,10404.mp3,42,Male,Senior Adult
Punjabi,10405.mp3,38,Male,Adult
Punjabi,10406.mp3,33,Male,Adult
Punjabi,10407.mp3,32,Female,Adult
Punjabi,10408.mp3,19,Female,Young Adult
Punjabi,10409.mp3,37,Female,Adult
Punjabi,1041.mp3,52,Male,Senior Adult
Punjabi,10410.mp3,51,Female,Senior Adult
Punjabi,10411.mp3,21,Male,Young Adult
Punjabi,10412.mp3,48,Male,Senior Adult
Punjabi,10413.mp3,21,Female,Young Adult
Punjabi,10414.mp3,48,Male,Senior Adult
Punjabi,10415.mp3,50,Female,Senior Adult
Punjabi,10416.mp3,45,Male,Senior Adult
Punjabi,10417.mp3,32,Female,Adult
Punjabi,10418.mp3,28,Female,Adult
Punjabi,10419.mp3,45,Male,Senior Adult
Punjabi,1042.mp3,53,Female,Senior Adult
Punjabi,10420.mp3,50,Female,Senior Adult
Punjabi,10421.mp3,25,Female,Young Adult
Punjabi,10422.mp3,35,Male,Adult
Punjabi,10423.mp3,24,Male,Young Adult
Punjabi,10424.mp3,26,Male,Adult
Punjabi,10425.mp3,39,Male,Adult
Punjabi,10426.mp3,33,Male,Adult
Punjabi,10427.mp3,23,Male,Young Adult
Punjabi,10428.mp3,41,Male,Senior Adult
Punjabi,10429.mp3,22,Female,Young Adult
Punjabi,1043.mp3,43,Male,Senior Adult
Punjabi,10430.mp3,19,Female,Young Adult
Punjabi,10431.mp3,56,Male,Senior Adult
Punjabi,10432.mp3,45,Male,Senior Adult
Punjabi,10433.mp3,41,Male,Senior Adult
Punjabi,10434.mp3,47,Female,Senior Adult
Punjabi,10435.mp3,31,Female,Adult
Punjabi,10436.mp3,53,Female,Senior Adult
Punjabi,10437.mp3,26,Female,Adult
Punjabi,10438.mp3,22,Male,Young Adult
Punjabi,10439.mp3,41,Female,Senior Adult
Punjabi,1044.mp3,45,Female,Senior Adult
Punjabi,10440.mp3,36,Male,Adult
Punjabi,10441.mp3,27,Male,Adult
Punjabi,10442.mp3,46,Male,Senior Adult
Punjabi,10443.mp3,27,Male,Adult
Punjabi,10444.mp3,51,Male,Senior Adult
Punjabi,10445.mp3,39,Female,Adult
Punjabi,10446.mp3,22,Male,Young Adult
Punjabi,10447.mp3,34,Male,Adult
Punjabi,10448.mp3,57,Male,Senior Adult
Punjabi,10449.mp3,50,Male,Senior Adult
Punjabi,1045.mp3,50,Male,Senior Adult
Punjabi,10450.mp3,38,Male,Adult
Punjabi,10451.mp3,18,Female,Young Adult
Punjabi,10452.mp3,37,Female,Adult
Punjabi,10453.mp3,60,Male,Senior Adult
Punjabi,10454.mp3,45,Male,Senior Adult
Punjabi,10455.mp3,44,Female,Senior Adult
Punjabi,10456.mp3,29,Male,Adult
Punjabi,10457.mp3,23,Male,Young Adult
Punjabi,10458.mp3,47,Female,Senior Adult
Punjabi,10459.mp3,33,Female,Adult
Punjabi,1046.mp3,40,Male,Adult
Punjabi,10460.mp3,56,Female,Senior Adult
Punjabi,10461.mp3,36,Male,Adult
Punjabi,10462.mp3,51,Male,Senior Adult
Punjabi,10463.mp3,22,Male,Young Adult
Punjabi,10464.mp3,58,Female,Senior Adult
Punjabi,10465.mp3,53,Male,Senior Adult
Punjabi,10466.mp3,55,Male,Senior Adult
Punjabi,10467.mp3,32,Female,Adult
Punjabi,10468.mp3,53,Female,Senior Adult
Punjabi,10469.mp3,33,Female,Adult
Punjabi,1047.mp3,27,Female,Adult
Punjabi,10470.mp3,59,Female,Senior Adult
Punjabi,10471.mp3,39,Male,Adult
Punjabi,10472.mp3,59,Female,Senior Adult
Punjabi,10473.mp3,32,Female,Adult
Punjabi,10474.mp3,59,Female,Senior Adult
Punjabi,10475.mp3,22,Female,Young Adult
Punjabi,10476.mp3,42,Male,Senior Adult
Punjabi,10477.mp3,42,Male,Senior Adult
Punjabi,10478.mp3,49,Female,Senior Adult
Punjabi,10479.mp3,31,Female,Adult
Punjabi,1048.mp3,55,Female,Senior Adult
Punjabi,10480.mp3,51,Male,Senior Adult
Punjabi,10481.mp3,30,Female,Adult
Punjabi,10482.mp3,39,Male,Adult
Punjabi,10483.mp3,58,Male,Senior Adult
Punjabi,10484.mp3,29,Female,Adult
Punjabi,10485.mp3,45,Male,Senior Adult
Punjabi,10486.mp3,57,Male,Senior Adult
Punjabi,10487.mp3,32,Female,Adult
Punjabi,10488.mp3,21,Male,Young Adult
Punjabi,10489.mp3,42,Female,Senior Adult
Punjabi,1049.mp3,40,Female,Adult
Punjabi,10490.mp3,39,Female,Adult
Punjabi,10491.mp3,26,Male,Adult
Punjabi,10492.mp3,42,Female,Senior Adult
Punjabi,10493.mp3,22,Male,Young Adult
Punjabi,10494.mp3,24,Male,Young Adult
Punjabi,10495.mp3,60,Female,Senior Adult
Punjabi,10496.mp3,29,Male,Adult
Punjabi,10497.mp3,27,Female,Adult
Punjabi,10498.mp3,52,Female,Senior Adult
Punjabi,10499.mp3,32,Male,Adult
Punjabi,105.mp3,21,Female,Young Adult
Punjabi,1050.mp3,20,Female,Young Adult
Punjabi,10500.mp3,24,Male,Young Adult
Punjabi,10501.mp3,23,Female,Young Adult
Punjabi,10502.mp3,33,Female,Adult
Punjabi,10503.mp3,55,Male,Senior Adult
Punjabi,10504.mp3,28,Female,Adult
Punjabi,10505.mp3,30,Male,Adult
Punjabi,10506.mp3,27,Male,Adult
Punjabi,10507.mp3,52,Female,Senior Adult
Punjabi,10508.mp3,42,Male,Senior Adult
Punjabi,10509.mp3,24,Female,Young Adult
Punjabi,1051.mp3,52,Female,Senior Adult
Punjabi,10510.mp3,49,Female,Senior Adult
Punjabi,10511.mp3,33,Female,Adult
Punjabi,10512.mp3,42,Female,Senior Adult
Punjabi,10513.mp3,19,Male,Young Adult
Punjabi,10514.mp3,60,Male,Senior Adult
Punjabi,10515.mp3,36,Male,Adult
Punjabi,10516.mp3,31,Female,Adult
Punjabi,10517.mp3,31,Male,Adult
Punjabi,10518.mp3,47,Male,Senior Adult
Punjabi,10519.mp3,31,Male,Adult
Punjabi,1052.mp3,30,Male,Adult
Punjabi,10520.mp3,34,Female,Adult
Punjabi,10521.mp3,48,Female,Senior Adult
Punjabi,10522.mp3,48,Female,Senior Adult
Punjabi,10523.mp3,23,Female,Young Adult
Punjabi,10524.mp3,34,Male,Adult
Punjabi,10525.mp3,27,Female,Adult
